Timestamp,User_IP,Entry_Node_IP,Entry_Country,Exit_Node_IP,Exit_Country,Destination,Confidence
2025-11-13 11:43:42,Local System,83.108.59.221,Norway,204.137.14.106,United States of America,Unknown,5.00
